batsim_id,oar_id
0,801
1,802
2,803
3,804
4,805
5,806
6,807
7,808
8,809
9,810
10,811
11,812
12,813
13,814
14,815
15,816
16,817
17,818
18,819
19,820
20,821
21,822
22,823
23,824
24,825
25,826
26,827
27,828
28,829
29,830
30,831
31,832
32,833
33,834
34,835
35,836
36,837
37,838
38,839
39,840
40,841
41,842
42,843
43,844
44,845
45,846
46,847
47,848
48,849
49,850
50,851
51,852
52,853
53,854
54,855
55,856
56,857
57,858
58,859
59,860
60,861
61,862
62,863
63,864
64,865
65,866
66,867
67,868
68,869
69,870
70,871
71,872
72,873
73,874
74,875
75,876
76,877
77,878
78,879
79,880
80,881
81,882
82,883
83,884
84,885
85,886
86,887
87,888
88,889
89,890
90,891
91,892
92,893
93,894
94,895
95,896
96,897
97,898
98,899
99,900
100,901
101,902
102,903
103,904
104,905
105,906
106,907
107,908
108,909
109,910
110,911
111,912
112,913
113,914
114,915
115,916
116,917
117,918
118,919
119,920
120,921
121,922
122,923
123,924
124,925
125,926
126,927
127,928
128,929
129,930
130,931
131,932
132,933
133,934
134,935
135,936
136,937
137,938
138,939
139,940
140,941
141,942
142,943
143,944
144,945
145,946
146,947
147,948
148,949
149,950
150,951
151,952
152,953
153,954
154,955
155,956
156,957
157,958
158,959
159,960
160,961
161,962
162,963
163,964
164,965
165,966
166,967
167,968
168,969
169,970
170,971
171,972
172,973
173,974
174,975
175,976
176,977
177,978
178,979
179,980
180,981
181,982
182,983
183,984
184,985
185,986
186,987
187,988
188,989
189,990
190,991
191,992
192,993
193,994
194,995
195,996
196,997
197,998
198,999
199,1000
200,1001
201,1002
202,1003
203,1004
204,1005
205,1006
206,1007
207,1008
208,1009
209,1010
210,1011
211,1012
212,1013
213,1014
214,1015
215,1016
216,1017
217,1018
218,1019
219,1020
220,1021
221,1022
222,1023
223,1024
224,1025
225,1026
226,1027
227,1028
228,1029
229,1030
230,1031
231,1032
232,1033
233,1034
234,1035
235,1036
236,1037
237,1038
238,1039
239,1040
240,1041
241,1042
242,1043
243,1044
244,1045
245,1046
246,1047
247,1048
248,1049
249,1050
250,1051
251,1052
252,1053
253,1054
254,1055
255,1056
256,1057
257,1058
258,1059
259,1060
260,1061
261,1062
262,1063
263,1064
264,1065
265,1066
266,1067
267,1068
268,1069
269,1070
270,1071
271,1072
272,1073
273,1074
274,1075
275,1076
276,1077
277,1078
278,1079
279,1080
280,1081
281,1082
282,1083
283,1084
284,1085
285,1086
286,1087
287,1088
288,1089
289,1090
290,1091
291,1092
292,1093
293,1094
294,1095
295,1096
296,1097
297,1098
298,1099
299,1100
300,1101
301,1102
302,1103
303,1104
304,1105
305,1106
306,1107
307,1108
308,1109
309,1110
310,1111
311,-5
312,1112
313,1113
314,1114
315,1115
316,1116
317,1117
318,1118
319,1119
320,1120
321,1121
322,1122
323,1123
324,1124
325,1125
326,1126
327,1127
328,1128
329,1129
330,1130
331,1131
332,1132
333,1133
334,1134
335,1135
336,1136
337,1137
338,1138
339,1139
340,1140
341,1141
342,1142
343,1143
344,1144
345,1145
346,1146
347,1147
348,1148
349,1149
350,1150
351,1151
352,1152
353,1153
354,1154
355,1155
356,1156
357,1157
358,1158
359,1159
360,1160
361,1161
362,1162
363,1163
364,1164
365,1165
366,1166
367,1167
368,1168
369,1169
370,1170
371,1171
372,1172
373,1173
374,1174
375,1175
376,1176
377,1177
378,1178
379,1179
380,1180
381,1181
382,1182
383,1183
384,1184
385,1185
386,1186
387,1187
388,1188
389,1189
390,1190
391,1191
392,1192
393,1193
394,1194
395,1195
396,1196
397,1197
398,1198
399,1199
400,1200
401,1201
402,1202
403,1203
404,1204
405,1205
406,1206
407,1207
408,1208
409,1209
410,1210
411,1211
412,-5
413,1212
414,1213
415,1214
416,1215
417,1216
418,1217
419,1218
420,1219
421,1220
422,1221
423,1222
424,1223
425,1224
426,1225
427,1226
428,1227
429,1228
430,1229
431,1230
432,1231
433,1232
434,1233
435,1234
436,1235
437,1236
438,1237
439,1238
440,1239
441,1240
442,1241
443,1242
444,1243
445,1244
446,1245
447,1246
448,1247
449,1248
450,1249
451,1250
452,1251
453,1252
454,1253
455,1254
456,1255
457,1256
458,1257
459,1258
460,1259
461,1260
462,1261
463,1262
464,1263
465,1264
466,1265
467,1266
468,1267
469,1268
470,1269
471,1270
472,1271
473,1272
474,1273
475,1274
476,1275
477,1276
478,1277
479,1278
480,1279
481,1280
482,1281
483,1282
484,1283
485,1284
486,1285
487,1286
488,1287
489,1288
490,1289
491,1290
492,1291
493,1292
494,1293
495,1294
496,1295
497,1296
498,1297
499,1298
500,1299
501,1300
502,1301
503,1302
504,1303
505,1304
506,1305
507,1306
508,1307
509,1308
510,1309
511,1310
512,1311
513,1312
514,1313
515,1314
516,1315
517,1316
518,1317
519,1318
520,1319
521,1320
522,1321
523,1322
524,1323
525,1324
526,1325
527,1326
528,1327
529,1328
530,1329
531,1330
532,1331
533,1332
534,1333
535,1334
536,1335
537,1336
538,1337
539,1338
540,1339
541,1340
542,1341
543,1342
544,1343
545,1344
546,1345
547,1346
548,1347
549,1348
550,1349
551,1350
552,1351
553,1352
554,1353
555,1354
556,1355
557,1356
558,1357
559,1358
560,1359
561,1360
562,1361
563,1362
564,1363
565,1364
566,1365
567,1366
568,1367
569,1368
570,1369
571,1370
572,1371
573,1372
574,1373
575,1374
576,1375
577,1376
578,1377
579,1378
580,1379
581,1380
582,1381
583,1382
584,1383
585,1384
586,1385
587,1386
588,1387
589,1388
590,1389
591,1390
592,1391
593,1392
594,1393
595,1394
596,1395
597,1396
598,1397
599,1398
600,1399
601,1400
602,1401
603,1402
604,1403
605,1404
606,1405
607,1406
608,1407
609,1408
610,1409
611,1410
612,1411
613,1412
614,1413
615,1414
616,1415
617,1416
618,1417
619,1418
620,1419
621,1420
622,1421
623,1422
624,1423
625,1424
626,1425
627,1426
628,1427
629,1428
630,1429
631,1430
632,1431
633,1432
634,1433
635,1434
636,1435
637,1436
638,1437
639,1438
640,1439
641,1440
642,1441
643,1442
644,1443
645,1444
646,1445
647,1446
648,1447
649,1448
650,1449
651,1450
652,1451
653,1452
654,1453
655,1454
656,1455
657,1456
658,1457
659,1458
660,1459
661,1460
662,1461
663,1462
664,1463
665,1464
666,1465
667,1466
668,1467
669,1468
670,1469
671,1470
672,1471
673,1472
674,-5
675,1473
676,1474
677,1475
678,1476
679,1477
680,1478
681,1479
682,1480
683,1481
684,1482
685,1483
686,1484
687,1485
688,1486
689,1487
690,1488
691,1489
692,1490
693,1491
694,1492
695,1493
696,1494
697,1495
698,1496
699,1497
700,1498
701,1499
702,1500
703,1501
704,1502
705,1503
706,1504
707,1505
708,1506
709,1507
710,1508
711,1509
712,1510
713,1511
714,1512
715,1513
716,1514
717,1515
718,1516
719,1517
720,1518
721,1519
722,1520
723,1521
724,1522
725,1523
726,1524
727,1525
728,1526
729,1527
730,1528
731,1529
732,1530
733,1531
734,1532
735,1533
736,1534
737,1535
738,1536
739,1537
740,1538
741,1539
742,1540
743,1541
744,1542
745,1543
746,1544
747,1545
748,1546
749,1547
750,1548
751,1549
752,1550
753,1551
754,1552
755,1553
756,1554
757,1555
758,1556
759,1557
760,1558
761,1559
762,1560
763,1561
764,1562
765,1563
766,1564
767,1565
768,1566
769,1567
770,1568
771,1569
772,1570
773,1571
774,1572
775,1573
776,1574
777,1575
778,1576
779,1577
780,1578
781,1579
782,1580
783,1581
784,1582
785,1583
786,1584
787,1585
788,1586
789,1587
790,1588
791,1589
792,1590
793,1591
794,1592
795,1593
796,1594
797,1595
798,1596
799,1597
